Label,text
0,"Фалконер спростовує заяви про ""показуху""

Залишення певних положень у законопроекті, який критики вважають таким, що дозволить евтаназію ""через задні двері"", не було політичним маневром, заявив лорд-канцлер.

Міністрів звинуватили у паніці за пропозицію останніх змін до Закону про психічну спроможність на тлі хаотичних сцен у Палаті общин у вівторок. Лорд Фалконер сказав, що справедливо критикувати запізнілу пропозицію. Він зазначив, що зміни забезпечують рішення дуже складного питання, але деякі депутати стверджують, що ситуація все ще незрозуміла.

Законопроект дозволяє людям надавати комусь право на представництво для ухвалення рішень від їхнього імені, якщо вони стануть занадто хворими, щоб ухвалювати рішення самостійно. Міністри наполягають, що плани не змінять закони щодо евтаназії і покращать заходи безпеки. Критики бояться, що це може дозволити ""вбивство шляхом пропуску"" через відмову від лікування, включаючи їжу та рідину.

Тоні Блер заявив, що зробить усе можливе, щоб задовольнити занепокоєння щодо законопроекту. Але зміни до законопроекту не повинні скасувати закон, встановлений, коли суд вирішив, що лікарі можуть припинити штучне годування та гідратацію жертви коми Тоні Бланда. ""Важливо, щоб ми не потрапили в ситуацію, коли лікарі та консультанти плуталися б у законодавстві і могли б піддатися обвинувальному висуненню в обставинах, коли жодна розумна людина не захотіла б, щоб це сталося,"" - сказав він.

У вівторок уряд відбив спробу бекбенчів змусити внести зміни до законопроекту, проголосувавши 297 проти 203, незважаючи на бунт 34 лейбористів. Повстання також зменшилося через новини про те, що лорд Фалконер обіцяв католицькому архієпископу Кардіффа зміцнити заходи безпеки в законопроекті. Але це трапилося лише після того, як депутати завалили міністра конституційних справ Девіда Ламмі запитами, щоб він прочитав лист, оскільки вони скаржилися, що їх залишили в невідомості. Врешті-решт, йому поспіхом передали лист для зачитування за п’ять хвилин до вирішального голосування, що викликало заяви про безлад. Замісник спікера пізніше сказав, що дебати не були проведені, як слід.

Лорд Фалконер заявив, що будуть внесені поправки, коли законопроект потрапить до Палати лордів. Він сказав BBC News: ""Ми зобов'язалися внести в законопроект положення, яке говорить, що ніщо в законопроекті не уповноважує жоден акт, коли мотив особи, що уповноважує рішення, полягає в тому, щоб покласти край життю. ""Мотив має бути в тому, щоб покласти край стражданням."" Він спростував заяви, що поступки є ""політичним маневром"", зумовленим панікою через бунт. Це було неминуче, що розум уваги став більш зосередженим у процесі проходження законопроекту в парламенті, але результатом стала ""доцільна пропозиція"", сказав він. ""Я не вважаю, що це щось таке, з чим слід соромитися. Ці питання не є простими в обробці,"" - додав він. Політичний редактор BBC Ендрю Марр сказав, що пан Ламмі ""по коліна в бурштиновому піску і швидко тоне"" після його виступу. Але лорд Фалконер похвалив його міністра за ""відмінну роботу"". Колишній лідер консерваторів Ієн Дункан Сміт, один з головних критиків планів, засудив дебати як ""показуху"" і поскаржився, що обіцянки про зміни до законопроекту були розмитими."
2,"Yahoo входить у сферу пошуку на настільних комп'ютерах

Інтернет-гігант Yahoo запустив програмне забезпечення, яке дозволяє користувачам шукати електронну пошту та інші файли на їхніх ПК.

Компанія наслідує приклад Microsoft, Google та Ask Jeeves, які запропонували подібні послуги. Пошук став прибутковою та надзвичайно конкурентоспроможною сферою розширення для інтернет-компаній, які прагнуть продовжити лояльність поза межами вебу. Оскільки жорсткі диски забезпечують більший об'єм пам'яті, користувачі можуть потребувати більше допомоги у пошуку важливих файлів, таких як фотографії.

Технологія пошуку на настільних комп'ютерах була ліцензована у базованої в США компанії X1 Technologies. Вона призначена для роботи поряд з програмами електронної пошти Microsoft Outlook та Outlook Express. Ефективний пошук електронної пошти стає все більш важливим, особливо в умовах зростання кількості спаму. Згідно з дослідженнями аналітичної групи Radicati, до 45% критично важливої інформації підприємств зберігається в електронній пошті та вкладеннях. Програмне забезпечення Yahoo також може працювати окремо на робочому столі, шукаючи музику, фотографії та інші файли. Користувачі можуть шукати за різними критеріями, включаючи ім'я файлу, розмір, дату та час. Він ще не включає веб-пошук, хоча Yahoo обіцяла, що майбутні версії дозволять користувачам шукати як в Інтернеті, так і на настільному комп'ютері. ""Ми всі отримуємо все більше і більше файлів на нашому робочому столі, але справжня комерційна можливість полягає в зв'язку цього контенту з матеріалом з вебу,"" сказав Джуліан Сміт, аналітик дослідницької компанії Jupiter. ""Все полягає в розширенні ідеї пошуку та встановленні тісніших відносин із споживачами, організуючи не лише те, як вони шукають в Інтернеті, а й файли на вашому комп'ютері,"" додав він. Пошукові системи часто є першим засобом для користувачів, коли вони заходять в Інтернет. Новий крок у сферу пошуку на настільних комп'ютерах викликав занепокоєння у правозахисних груп, стурбованих наслідками для конфіденційності. І не всі задоволені функціональністю таких послуг. Олександр Лінден, віце-президент нових технологій аналітичної компанії Gartner, завантажив продукт Google, але згодом видалив його. ""Це було просто не дуже цікаво,"" сказав він. Він вважає, що спроба увійти в сектор настільних технологій — це просто спосіб йти в ногу з конкурентами. ""Пошук на настільних комп'ютерах — це лише одна з багатьох функцій, які люди хотіли б мати, але я підозрюю в його корисності,"" сказав він. Більш корисними були б інструменти, які можуть об'єднувати пошук в Інтернеті, Intranet та на настільних комп'ютерах разом із покращеннями у пошуку за ключовими словами, додав він."
0,"UKIP витратила більше, ніж Лейбористська партія на вибори до Європарламенту

Партія незалежності Сполученого Королівства витратила більше, ніж Лейбористська партія та Ліберальні демократи на виборах до Європарламенту, показують нові дані.

UKIP, яка вела кампанію під гаслом ""Скажіть ні Європі"", витратила 2,36 мільйона фунтів стерлінгів на кампанію - це другий результат після Консервативної партії, яка витратила 3,13 мільйона фунтів стерлінгів. Кампанія дозволила UKIP зайняти третє місце з додатковими 10 депутатами Європарламенту. Кампанія Лейбористів коштувала 1,7 мільйона фунтів стерлінгів, Ліберальних демократів - 1,19 мільйона фунтів стерлінгів, а Зелених - 404 тисячі фунтів стерлінгів, за даними, оприлюдненими Виборчою комісією в середу. Більша частина фінансування UKIP надійшла від йоркширського мільйонера сера Пола Сайкса, який допоміг профінансувати рекламну кампанію партії. Критики звинувачують партію в тому, що вона фактично купує голоси. Але речник UKIP зазначив, що Лейбористи та Консерватори витратили 10 мільйонів фунтів стерлінгів разом на останніх загальних виборах. ""Виходячи з тих переваг, які мають інші партії завдяки державному фінансуванню, єдиний спосіб для менших партій донести своє повідомлення - це купувати рекламний простір"", - додав він."
4,"Пармалат похвалився подвоєнням прибутків

Пармалат, італійська харчова група, що стала центром одного з найболючіших корпоративних скандалів у Європі, повідомила про подвоєння прибутку.

Її доходи до оподаткування в четвертому кварталі склали 77 мільйонів євро (53 мільйонів фунтів; 100 мільйонів доларів), що вдвічі більше, ніж 38 мільйонів у той же період 2003 року. Менш приємною новиною стало те, що компанію оштрафували на 11 мільйонів євро за порушення правил поглинання п’ять років тому. Компанія подала заявку на захист від банкрутства в грудні 2003 року після розкриття пробілу в своїх рахунках на 4 мільярди євро. Загалом, борг компанії наближається до 12 мільярдів євро і повільно зменшується. Проте її бренди, добре відомі в Італії та за кордоном, продовжують демонструвати стабільні результати та майже не втратили доходів з моменту початку скандалу.

Але вирішальним фактором для майбутнього компанії є юридичне розв'язання її надзвичайно складної фінансової ситуації. У вівторок адміністратор компанії, експерт з реструктуризації Енріко Бонді, подав до суду на Morgan Stanley, свого колишнього банкіра, з вимогою повернути 136 мільйонів євро, пов'язаних з угодою з облігаціями 2003 року. Таким чином, кількість банків, на які подав до суду пан Бонді, досягла 49, що є масою юридичних справ, які можуть принести до 3 мільярдів євро. Компанія також подала позови проти колишніх аудиторів та фінансових консультантів за відшкодування збитків. А кримінальні справи проти колишнього керівництва компанії просуваються окремо."
4,"Зростання промислового виробництва США сповільнюється

Промислове виробництво США продовжувало зростати в листопаді, хоч і повільнішими темпами, ніж у попередньому місяці.

Федеральна резервна система США повідомила, що виробництво на заводах, у шахтах і комунальних підприємствах зросло на 0,3% — відповідно до прогнозів — з виправленого зростання на 0,6% у жовтні. Аналітики додали, що якщо б виключити автомобільний сектор, який зазнав падіння виробництва на 0,5%, дані були б більш вражаючими. Останнє зростання означає, що промислове виробництво зросло на 4,2% за минулий рік. Багато аналітиків оптимістично оцінюють перспективи американської економіки, оскільки зростання виробництва відбулося на фоні новин про відновлення роздрібних продажів. ""Це дуже узгоджується з економікою, що зростає на 3,5 – 4,0%. Це відповідає зростанню зайнятості та споживчому оптимізму"", — сказав головний економіст Comerica Девід Літтман про ці показники.

Економіка США зросла з поважною річною швидкістю 3,7% у триместрі між липнем і вереснем, тоді як зростання зайнятості в середньому становило 178 000 протягом цього ж періоду. Хоча цифри зайнятості не є вражаючими, експерти вважають, що їх достатньо для зменшення безробіття в Америці до 5,4%. Аналіз останніх показників виробництва показує, що зростання забезпечили шахтні виробництва, які зросли на 2,1%, тоді як виробництво на заводах зросло на 0,3%. Однак обсяги комунальних послуг знизилися на 1,4%. Тим часом рівень використання виробничих потужностей протягом місяця зріс до 77,6% — найвищий рівень з травня 2001 року. ""Багато інвесторів вважають, що інфляція на ринку продукції не буде проблемою, поки рівень використання не досягне 80% або вище"", — сказала старший економіст США в Deutsche Bank Securities Кері Лігі. ""Отже, у виробничому секторі ще залишилось багато можливостей для боротьби з інфляцією"", — додав старший економіст Citigroup Стівен Уітінг. ""В цілому я б сказав, що виробництво, принаймні, поза автомобільним сектором, продовжує покращуватись, і я б поставив, що воно покращиться швидшими темпами в наступні місяці, враховуючи, наскільки малі запаси."""
1,"Бенітес задоволений, оскільки «Ліверпуль» взяв контроль

Головний тренер «Ліверпуля» Рафаель Бенітес був задоволений після перемоги своєї команди 3-1 над «Байєр Леверкузен», незважаючи на пропущений гол в останню хвилину.

«Якби перед грою ви сказали, що рахунок буде 3-1, я б із задоволенням це прийняв», - сказав Бенітес. «Але ви повинні усвідомлювати, що потрібно зосереджуватися до самих останніх секунд гри на такому рівні. Я впевнений, що ми можемо завершити справу в Німеччині. Я завжди впевнений, і ми маємо бути позитивними».

Бенітес захистив голкіпера Єжи Дудека, чия невдача утримати слабкий удар Дімітра Бербатова дозволила Франці забити останнім ударом у грі - і дати німецькій команді можливість для другого матчу. «Для мене це не була вина Єжи Дудека», - додав Бенітес. «Він зіграв дуже хорошу гру - і якби ми реалізували свої інші шанси, ніхто б не говорив про їхній гол. Це не мало б значення. Якби ми реалізували свої інші шанси, не варто було б пам’ятати про цей останній гол. На мою думку, Єжи зіграв добре, зробив два дуже гарних сейви - і я задоволений ним. Якщо ми програємо 2-0, ми вилітаємо, але я думаю, що ми можемо забити в Німеччині - напевно один, і це змінить все». А тренер «Ліверпуля» з нетерпінням чекає повернення капітана Стівена Джерарда, який був дискваліфікований на матчі на «Енфілді», для виїзду в Німеччину.

«Стівен Джерард - ключовий гравець для нас», - сказав Бенітес. «Коли він на полі, він змушує всіх інших грати краще - і суперники приділяють йому особливу увагу, що дає простір іншим. Стівен - один з найкращих гравців у світі, але мені потрібна команда, в якій не може бути лише один гравець. На полі повинні бути 11 гравців, які всі грають добре»."
0,"Кларк продовжить впровадження ID-карток

Новий міністр внутрішніх справ Чарлі Кларк пообіцяв продовжити плани щодо ID-карток, незважаючи на заклик Чарльза Кеннеді ""зупинитися і подумати"".

Лідер Ліберальних демократів заявив, що відставка Девіда Бланкетта була ""доброю можливістю"" поставити під сумнів, чи законодавство є необхідним. Але пан Кларк сказав, що він підтримував ці плани, коли пан Бланкетт відстоював їх у Кабінеті, і підтримує їх зараз. ""ID-картки є засобом створення більш безпечного суспільства"", - заявив він. Пан Кларк визнав, що способи впровадження цього заходу залишаються спірним питанням, але зазначив, що законодавство вже було ""значно вплинуто"" на рекомендації комітету з внутрішніх справ Палати громад.

Питання буде обговорено в Парламенті в наступний понеділок, як і планувалося, наполягав він. Раніше пан Кеннеді, чия партія виступає проти плану ID-карток як ""глибоко дефектного"", сказав, що з наближенням Різдва новий міністр внутрішніх справ має час подумати знову. Він сказав у програмі Today на BBC Radio 4, що пан Кларк, як повідомляється, був менш ентузіастичним щодо ID-карток, ніж його попередники. ""Чи не була б це хороша можливість для нового міністра внутрішніх справ, нового керманича, очистити цю сферу, і чому нам взагалі потрібне це законодавство?"" - запитав він. На початку цього тижня консерватори оголосили, що підтримають плани уряду, хоча Міхаель Говард був змушений заперечити, що тіньовий кабінет був розподілений у своєму рішенні.

Вони вирішили підтримати плани, оскільки поліція заявила, що це допоможе боротися з тероризмом, злочинністю і незаконною імміграцією. Серед тих, хто, як повідомляється, має серйозні reservations щодо стратегії, були старші члени тіньового кабінету Девід Девіс, Олівер Летвін і Тім Єо. Голова Колегії адвокатів, Гай Мансфілд QC, попередив, що існує реальний ризик того, що люди на ""маргінесах суспільства"" можуть потрапити до рук екстремістів. ""Що станеться з молодими азійськими чоловіками, коли десь пролунав вибух? Їх зупинять. Якщо у них немає [ID-карток], їх затримають.""

Міністерство внутрішніх справ заявило, що люди заплатять 85 фунтів стерлінгів за паспорт і ID-картку разом або невизначену плату за окрему ID-картку. Перші картки будуть видані в 2008 році, і коли він представляв законопроект, пан Бланкетт запропонував, що Парламент може вирішити в 2011 або 2012 роках, чи робити це обов'язковим для всіх володіти картками, хоча не для їх носіння. Новий законопроект також створить нові кримінальні правопорушення за володіння підробленими документами про особу. І будуть цивільні штрафи, включаючи штраф до 1,000 фунтів стерлінгів для людей, які не повідомлять про переїзд або зміни інших даних, та штраф до 2,500 фунтів стерлінгів за failure to sign up if the cards become compulsory. Схему контролюватиме новий незалежний наглядовий орган."
1,"Повернення Хенін-Гарденн у Сіднеї

Олімпійська чемпіонка Жустін Хенін-Гарденн повернеться до змагань на міжнародному турнірі в Сіднеї, який відбудеться в січні.

Бельгійка не виступала з того часу, як втратила своє перше місце в світовому рейтингу на Відкритому чемпіонаті США у вересні, де вона програла в четвертому раунді Надії Петровій. Вона взяла паузу, щоб відновитися після вірусу, але захищатиме свої титули в Сіднеї та на Відкритому чемпіонаті Австралії. В жіночому турнірі також будуть змагатися світова номер один Ліндсі Девенпорт та чемпіонка Відкритого чемпіонату Франції Анастасія Мискіна.

У чоловічому турнірі світова номер три Ллейтон Х’юїт повертається, щоб захистити свій титул разом із фіналістом Карлосом Мойєю. Мойя, герой фіналу Кубка Девіса Іспанії у їхній нещодавній перемозі над США, змушений був знятися через травму щиколотки в першому сеті фіналу.

Директор турніру Крейг Вотсон сказав: ""Після перемоги Іспанії в Кубку Девіса він передав мені повідомлення, в якому сказав, що з нетерпінням чекає можливості компенсувати своє розчарування у фіналі (2004 року). Турнір відбудеться з 9 по 15 січня."""
4,"Інді купує в індійську газету

Ірландська видавнича група Independent News & Media купує 26% акцій індійської газетної компанії Jagran в угоді вартістю 25 мільйонів євро (34,1 мільйона доларів США).

Jagran видає найбільш продавану щоденну газету в Індії, газету на гінді Dainik Jagran, яка виходить уже 62 роки. Новини про угоду з'явилися, коли група оголосила, що її результати відповідатимуть ринковим прогнозам. Компанія повідомила про сильний ріст доходів у всіх своїх основних ринках.

За словами групи, доходи від реклами зросли більше ніж на 10% в річному вимірі, а загальні доходи від тиражу, як очікується, зростуть майже на 10% у річному вимірі. Це стало можливим завдяки позитивному впливу ""компактних"" газетних випусків в Ірландії та Великобританії. ""2004 рік виявився важливим роком для Independent News & Media,"" сказав генеральний директор сер Ентоні О'Райлі. ""Наша проста мета в Independent - стати виробником з найнижчими витратами в кожному регіоні, де ми працюємо. Я впевнений, що ми покажемо значуще збільшення прибутку в 2005 році.""

Тим часом група не прокоментувала майбутнє газети Independent, незважаючи на нещодавні чутки про те, що сер Ентоні проводив переговори з потенційними покупцями щодо частки в щоденній публікації. Він постійно заперечував припущення, що Independent і Independent on Sunday виставлені на продаж. Але стало відомо, що нещодавній успіх меншого випуску Independent, який підвищив тираж на 20% до 260,000, викликав інтерес з боку конкурентів, з Daily Mail & General Trust, яка, як вважається, є найбільш імовірним претендентом. Очікується, що збиткова газета досягне беззбитковості лише в 2006 році."
4,"Ірландська компанія постраждала через іракський звіт

Акції ірландської нафтової компанії Petrel Resources втратили більше ніж 50% своєї вартості у зв'язку з повідомленням про те, що компанії не вдалося отримати контракт в Іраку.

Агентство новин Reuters повідомило, що Міністерство нафти Іраку видало перші контракти на розробку нафтових родовищ після війни канадській та турецькій компаніям. До 17:00 за Гринвічем акції Petrel впали з 97 пенсів (1,87 дол. США) до 44 пенсів (0,85 дол. США). Petrel заявила, що не отримувала жодної інформації від іракських властей, яка б підтверджувала чи спростовувала це повідомлення.

Ірак прагне укласти контракти на три проекти, загальною вартістю 500 мільйонів доларів (258,5 мільйонів фунтів стерлінгів). Турецька компанія Everasia, за повідомленнями Reuters, отримала контракт на розробку нафтового родовища Khurmala Dome на півночі країни. Канада звітує, що компанія IOG отримала контракт на експлуатацію родовища Himrin. Компанія Ironhorse Oil and Gas спростувала інформацію Reuters про те, що саме вона є згадуваною компанією. Ці два проекти спрямовані на розвиток родовища Khurmala з метою виробництва 100 000 барелів на добу та збільшення видобутку з Himrin. Переможці тендеру повинні побудувати нові трубопроводи та газоочисні станції. Контракт на розробку родовища Suba-Luhais ще не був укладений, оскільки Міністерство нафти Іраку вивчає пропозиції. Якщо кабінет Міністрів Іраку затвердить вибір компаній, зроблений міністерством нафти, це буде перша угода, яку Ірак підписав з іноземною нафтовою компанією. Ірак все ще намагається збільшити свою виробничу потужність до рівнів, які останній раз спостерігалися вісімдесятих, перед війною з Іраном. Нафтові чиновники сподіваються подвоїти видобуток Іраку до кінця десятиліття."
1,"Таноу у відчаї прагне повернення

Грецька спринтерка Катерина Таноу зазначила, що з нетерпінням чекає можливості знову змагатися після того, як незалежний грецький трибунал виправдав її у справі про пропуск допінг-тесту.

Таноу, 30 років, була тимчасово відсторонена за пропуск тесту перед Олімпійськими іграми, але це рішення було скасовано. ""IAAF вирішить, чи зможемо ми знову змагатися в Греції та за кордоном,"" - сказала Таноу газеті To Vima у своєму першому інтерв'ю після Олімпіади в Афінах. ""Якщо отримаю зелене світло, я знову буду бігти - це єдине, чого я хочу."" Таноу, 30, та її співвітчизник Костас Кентеріс були тимчасово відсторонені IAAF у грудні за пропуск трьох допінг-тестів. Третій з них нібито відбувся напередодні відкриття Олімпійських ігор у Афінах.

Але незалежний трибунал Грецької федерації легкої атлетики скасував тимчасову заборону 18 березня. IAAF - яка заявила, що ""дуже здивована"" рішенням грецького трибуналу - вирішує, чи подавати апеляцію на рішення до Спортивного арбітражного суду. Однак Дік Паунд, голова Всесвітнього антидопінгового агентства, заявив, що подасть апеляцію на це рішення, якщо IAAF цього не зробить. Тим часом Таноу та Кентеріс зіштовхнуться з кримінальним судом пізніше цього року за звинуваченням у тому, що вони, нібито, уникали тесту, а потім сфальсифікували аварію на мотоциклі. Таноу сказала: ""Я можу зрозуміти, як люди можуть вважати, що аварія виглядала як дитяче виправдання. ""Я не можу заперечити, що ми зробили багато помилок в той час. Я завжди говорила, що нам потрібна людина з PR. ""Атлету потрібно бути дуже дурним, щоб вживати незаконні речовини, якщо він чи вона знає, що можуть пройти тестування в будь-який момент. ""Я чемпіонка. Я не можу ризикувати всім, чого досягла, так безглуздо."""
0,"Останній шанс для виборців

Люди в Англії, Шотландії та Уельсі повинні зареєструватися до 17:00 за Гринвічем, щоб мати можливість голосувати на загальних виборах, якщо вони відбудуться, як очікується, 5 травня.

Ті, хто заповнив форми минулої осені, вже повинні бути в списках виборців, але ті, хто переїхав або був у відпустці, можуть бути виключені. У деяких регіонах Англії також відбудуться вибори до місцевих рад і мерів 5 травня. Термін для реєстрації виборців у Північній Ірландії сплив у четвер.

Заповнені реєстраційні форми можна подавати до місцевих органів влади впродовж дня у п'ятницю, і деякі з них прийматимуть їх по факсу. Окрім виборів до окружних рад Англії, також заплановані вибори до унітарних органів влади в Бристолі, на Острові Уайт і в Стоктон-он-Тіс, а також вибори мерів у Донкастері, Хартлпулі, Північному Тайнесайді та Сток-он-Тренті 5 травня. Минулого тижня Рада міста Престон повідомила, що більше 14 000 її виборців не зареєстровані. Її виборчий список скоротився на 17,5% за рік - це найбільше зниження у Великій Британії. Представниця Виборчої комісії сказала: ""Політичні рішення приймаються за вас щодня, але тільки використовуючи своє право голосу на виборах, ви можете справді висловити свою думку з питань, які вас хвилюють. Якщо ви хочете, щоб ваш голос був почутий 5 травня, вам потрібно зареєструватися до п'ятниці, 11 березня."" Виборці, які не зареєстровані, не мають права голосу, підкреслили чиновники."
1,"Гансен «відкладає повернення до 2006 року»

Британська стрибунка у висоту Ашія Гансен виключила можливість повернення цього року після ускладнень у відновленні від серйозної травми коліна, згідно з повідомленнями.

Гансен, чемпіонка Співдружності та Європи, не змагалася з червня 2004 року, коли проходив Європейський кубок у Польщі. Сподівалися, що вона зможе повернутися цього літа, але загоєння рани від травми відбувається дуже повільно. Її тренер Астон Мур сказав виданню Times: «Ми не розглядаємо повернення раніше 2006 року, не як стрибунка у трійці». Мур зазначив, що Гансен може повернутися до спринту та стрибків у довжину раніше, але наразі немає короткострокових перспектив її участі у спеціалізованих змаганнях. «Існувала проблема зі загоєнням рани, що затримала її відновлення на близько два місяці, але це вже вирішено, і ми можемо рухатися вперед», - сказав він. «Мета полягає в тому, щоб вона стала фітнес-спортсменкою - потім ми почнемо розглядати спринт та стрибки у довжину як перше введення назад у конкурентну арені». Мур додав, що впевнений, що Гансен зможе повернутися до змагань високого рівня, хоча незрозуміло, чи встигне вона до Ігор Співдружності в Мельбурні наступного березня, коли їй буде 34. «Це був важкий час для неї, але це не вплинуло на її рішучість», - додав він."
3,"Зірки готуються до церемонії вручення премії BAFTA 

Кінозірки з усього світу готуються вийти на червону доріжку на цьогорічній церемонії вручення премії BAFTA. 

2005 року премія Оранжевої Британської Академії Кіномистецтв відбудеться в Одеоні на Лестер-сквер в Лондоні. Очікується, що на церемонії в суботу з'являться багато голлівудських зірок, включаючи Кейт Бланшетт, Леонардо ДіКапріо, Кіану Рівза та Річарда Гіра. Церемонію проведе Стівен Фрай, а яскраве дійство буде транслюватися на BBC One о 2010 GMT.

Серед акторів, які покликані додати гламур до найбільшої ночі у британському кіно, — Ґаель Гарсія Берналь, Імельда Стонтон, Діана Крюгер, Крістіан Слейтер, Анжеліка Х'юстон, Хелен Міррен та колишня зірка Джеймса Бонда Пірс Брознан. Голлівудський блокбастер «Авіатор», в якому знімався ДіКапріо, веде список номінантів з 14 номінаціями, включаючи номінацію на найкращий фільм.

Цей фільм змагається з «Вічним сяйвом чистого розуму», «У пошуках Невландії», «Денниками мотоцикліста» та британським фільмом «Віра Дрейк», який має 11 номінацій. Британська актриска Імельда Стонтон є одним із фаворитів на отримання нагороди за найкращу жіночу роль за її складну роль у малобюджетному фільмі як аборційна лікарка. Інші номінантки на звання найкращої актриси включають Шарліз Терон за фільм «Монстр», Зії Чжан за «Дім літаючих кинджалів» та британську зірку Кейт Вінслет, яка отримала дві номінації за свої ролі у фільмах «Вічне сяйво чистого розуму» та «У пошуках Невландії».

ДіКапріо змагається з Берналем, Джеймі Фоксом, Джимом Керрі та Джоні Деппом у категорії найкращий актор. А британський актор Клайв Оуен сподівається повторити свій успіх на «Золотому глобусі» та отримати нагороду за найкращу чоловічу роль другого плану за свою роль у фільмі «Ближче». Його партнерка по зйомках Наталі Портман змагатиметься з Бланшетт, Хезер Крейні, Джулі Кристі та Меріл Стріп у категорії найкраща жіноча роль другого плану. Майк Лі номінований на премію за найкращий режисер за фільм «Віра Дрейк», разом з Мартіном Скорсезе за «Авіатор», Майклом Манном за «Заручник», Мішелем Гондрі за «Вічне сяйво чистого розуму» та Марком Форстером за «У пошуках Невландії»."
